Leap Product,Company ObjectId,Account Name,Tier,Plan,Account ID,Agreement: Agreement #,Next Payment Due Date,Start Date,Starting Month,NAICS Code,Primary Classification,New Classifications,Current Number of Licenses,Current Monthly Cost Per License,Current Total Monthly Cost,Total Setup Fee,Total Paid-To-Date,Billing Zip/Postal Code,Billing City,Billing State/Province,Account Owner,Customer Success Manager,Current MRR,Rough Months,Rough LTV,Consolidated Census Bands,Census Bands,Consolidated Bands,# Of Potential Users,Current Leap Users,Current SalesPro Users,Current Leap MRR,Current SalesPro MRR,Account Last Visit,Account Usage Trending,SalesPro Visits Last 30 Days
Leap,qZJgWdDhuX,Build All Inc,Tier 3,Premium 2021,0011K00002XxqLI,3676,10/28/23,10/28/22,10,not found,Contractors - Building,Construction and Renovation Services,3,99,297,1500,"$2,970 ",,,FL,Colton Temanson,Colton Temanson,297,14,4158.0,1-9 employees,1-4 employees,2,,0,3,0,297,1/0/00,No Change,0
Leap,hNRnHwNDB2,Cabinet Restylers,Tier 3,Premium 2021,0011K00002aNEcQ,5961,10/17/23,1/17/23,1,not found,,Other,1,89.1,89.1,500,"$1,302 ",,,OH,Colton Temanson,Colton Temanson,89.1,11,980.1,1-9 employees,1-4 employees,2,,0,1,0,89.1,12/8/23,No Change,0
Leap,tow8EejSB1,Catawba Valley Builders LLC,Tier 3,SalesPro Team 2023,0011K00002ePLaN,6851,10/17/23,7/17/23,7,not found,,Other,3,99,297,500,"$1,391 ",,,NC,Francesca Furnells,Francesca Furnells,297,5,1485.0,1-9 employees,1-4 employees,2,,0,3,0,297,11/7/23,Decreasing,0
Leap,1j24Jjp6F3,Chesterfield Awning Company,Tier 3,Premium 2021,0011K00002VNWvA,3423,10/18/23,5/18/22,5,not found,"Awnings, Canopies & Tarps",Landscaping and Outdoor Services,1,99,99,500,"$2,183 ",,,IL,Sydney Phillips,Sydney Phillips,99,19,1881.0,1-9 employees,1-4 employees,2,,0,1,0,99,1/0/00,No Change,0
Leap,N48vRyPGh3,Chris Jordan Exteriors,Tier 3,Premium 2021,0011K00002VKqSD,3631,10/30/23,9/30/22,9,not found,Contractors - Roofing,Construction and Renovation Services,2,99,198,500,"$3,074 ",21601,Easton,MD,Colton Temanson,Colton Temanson,198,15,2970.0,1-9 employees,1-4 employees,2,,0,2,0,198,10/18/23,No Change,0
Leap,45z3XxAqrK,Cinco Home Improvements LLC,Tier 3,Enterprise 2021,0011K00002ZKf3l,3664,10/24/23,10/24/22,10,not found,,Other,1,125,125,500,"$1,875 ",6513,New Haven,CT,Colton Temanson,Colton Temanson,125,14,1750.0,1-9 employees,1-4 employees,2,1,0,1,0,125,1/0/00,No Change,0
Leap,UAe2THeiRK,Classic Remodeling,Tier 3,Premium 2021,0011K00002aOtww,6076,10/31/23,1/31/23,1,236118,,Other,3,99,297,1500,"$3,558 ",,,MD,Christopher Cielo,Christopher Cielo,297,11,3267.0,1-9 employees,1-4 employees,2,2,0,3,0,297,12/8/23,Decreasing,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leap,MWd1joEQTR,"Clifton Exteriors, LLC",Tier 3,Premium 2021,0011K00002XZmiR,3483,10/30/23,6/30/22,6,not found,Contractors - Building,Construction and Renovation Services,1,89,89,500,"$3,941 ",,,VA,Colton Temanson,Colton Temanson,89,18,1602.0,1-9 employees,1-4 employees,2,3,0,1,0,89,8/19/23,No Change,0
Leap,aHFnCBwXc3,Coastal Exteriors Inc,Tier 3,Premium 2019,0011K00002AGn40,1946,11/6/23,6/6/19,6,not found,Contractors - Roofing,Construction and Renovation Services,1,137.5,137.5,1500,"$8,625 ",28562,Trent Woods,NC,Francesca Furnells,Francesca Furnells,137.5,54,7425.0,1-9 employees,1-4 employees,2,2,0,1,0,137.5,8/23/23,No Change,0
Leap,BHs30xrFSW,Coastal Home Roofing & Siding,Tier 3,SalesPro Enterprise 2023,0011K00002SiEOq,6879,10/26/23,7/26/23,7,not found,Contractors - Siding,Construction and Renovation Services,2,129,258,1500,"$2,274 ",21813,Bishopville,MD,Francesca Furnells,Francesca Furnells,258,5,1290.0,1-9 employees,1-4 employees,2,,0,2,0,258,12/8/23,Increasing,9
Leap,D9vZCw7OWk,Cobalt Exteriors Inc,Tier 3,SalesPro Team 2023,0011K00002FgPI9,6308,10/30/23,3/16/23,3,not found,Contractors - Siding,Construction and Renovation Services,3,99,297,1500,"$3,579 ",,,WA,Sydney Phillips,Sydney Phillips,297,9,2673.0,1-9 employees,1-4 employees,2,0,0,3,0,297,1/0/00,No Change,0
Leap,5WRxpttpm8,Colestruction LLC,Tier 3,Pro 2021,0011K00002ZM9j7,3679,10/28/23,10/28/22,10,not found,Contractors - Carpentry,Construction and Renovation Services,1,49,49,0,$588 ,52656,West Point,IA,Sydney Phillips,Sydney Phillips,49,14,686.0,1-9 employees,1-4 employees,2,,0,1,0,49,11/3/23,Decreasing,0
Leap,46gEu7X1H3,Color Wise Contracting,Tier 3,Premium 2020,0011K00002LUlAh,2727,10/16/23,11/16/20,11,not found,Contractors - Painting,Construction and Renovation Services,1,125,125,1250,"$5,500 ",40383,Versailles,KY,Sydney Phillips,Sydney Phillips,125,37,4625.0,1-9 employees,1-4 employees,2,1,0,1,0,125,12/7/23,Increasing,0
Leap,I0ZUPtyfCA,Colorado Classic Exteriors,Tier 3,Premium 2019,0014100001mav2i,1320,10/26/23,7/26/18,7,not found,Glass Products & Services,Design and Interior Services,3,85.5,256.5,2000,"$30,469 ",80003,Arvada,CO,Christopher Cielo,Christopher Cielo,256.5,65,16672.5,1-9 employees,1-4 employees,2,2,0,3,0,256.5,12/9/23,Increasing,0
Leap,yl5XxErdT0,Colorado Fence and Deck,Tier 3,SalesPro Enterprise 2023,0011K00002bq41H,6270,10/10/23,3/10/23,3,not found,,Other,2,129,258,1500,"$3,306 ",,,CO,Colton Temanson,Colton Temanson,258,9,2322.0,1-9 employees,1-4 employees,2,2,0,2,0,258,12/8/23,Decreasing,56
Leap,f5jSCInI0m,Complete Bath Solutions,Tier 3,Premium 2021,0011K00002WFN6d,3469,10/16/23,6/16/22,6,not found,Contractors - Building,Construction and Renovation Services,1,99,99,1000,"$4,168 ",83854,Post Falls,ID,Corey Stroup Mishenko,Corey Stroup Mishenko,99,18,1782.0,1-9 employees,1-4 employees,2,2,0,1,0,99,12/7/23,Increasing,81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leap,AdIbdIv1fr,Country Town Builders INC,Tier 3,Premium 2021,0011K00002U4oBx,3290,10/17/23,2/17/22,2,not found,Contractors - Siding,Construction and Renovation Services,3,99,297,1500,"$7,440 ",,,ON,Christopher Cielo,Christopher Cielo,297,22,6534.0,1-9 employees,1-4 employees,2,,0,3,0,297,10/30/23,Decreasing,0
Leap,HDFEJPHfTj,Cutting Edge Homes LLC,Tier 3,Enterprise 2021,0011K00002SkWgQ,3193,10/13/23,12/13/21,12,not found,Contractors - Building,Construction and Renovation Services,1,125,125,500,"$6,125 ",49508,Wyoming,MI,Daniil Lyalko,Kevin Powell,125,24,3000.0,1-9 employees,1-4 employees,2,,0,1,0,125,12/5/23,No Change,0
Leap,gu7MpKxUP1,Dimensional Contractors LLC,Tier 3,SalesPro Team 2023,0011K00002eSC0r,6982,10/29/23,8/29/23,8,not found,,Other,1,99,99,0,$198 ,,,WI,Christopher Cielo,Christopher Cielo,99,4,396.0,1-9 employees,1-4 employees,2,,0,1,0,99,12/7/23,Decreasing,20
Leap,n4BGluZDVm,Dream Bath of California,Tier 3,Premium 2021,0011K00002YKUBu,3538,10/16/23,8/16/22,8,not found,,Other,1,99,99,500,"$1,886 ",,,CA,Sydney Phillips,Sydney Phillips,99,16,1584.0,1-9 employees,1-4 employees,2,,0,1,0,99,12/10/23,No Change,0
Leap,mc6Izn42H2,Dream Bath Solutions,Tier 3,Premium 2021,0011K00002Sit9r,3145,11/4/23,11/4/21,11,not found,Contractors - Building,Construction and Renovation Services,3,99,297,1000,"$7,541 ",60527,Burr Ridge,IL,Christopher Cielo,Christopher Cielo,297,25,7425.0,1-9 employees,1-4 employees,2,,0,3,0,297,12/8/23,Increasing,55
Leap,lTRg4rKhJv,Dream Remodel Construction LLC,Tier 3,Premium 2021,0011K00002YJRmv,5576,10/18/23,11/18/22,11,not found,Contractors - Building,Construction and Renovation Services,2,99,198,0,"$1,980 ",,,FL,Colton Temanson,Colton Temanson,198,13,2574.0,1-9 employees,1-4 employees,2,,0,2,0,198,1/0/00,No Change,0
Leap,1J0fWQQuN9,Drift Home Improvement,Tier 3,Premium 2021,0011K00002ZKIJi,3652,10/13/23,10/13/22,10,not found,Contractors - Roofing,Construction and Renovation Services,1,99,99,0,"$1,188 ",,,FL,Corey Stroup Mishenko,Corey Stroup Mishenko,99,14,1386.0,1-9 employees,1-4 employees,2,,0,1,0,99,12/6/23,Decreasing,35
Leap,mrbMLTCTxw,Duke Exteriors,Tier 3,SalesPro Team 2023,0011K00002d7e2A,6629,10/16/23,5/16/23,5,not found,,Other,1,99,99,500,$995 ,,,NJ,Daniil Lyalko,Kevin Powell,99,7,693.0,1-9 employees,1-4 employees,2,,0,1,0,99,12/7/23,Increasing,1
Leap,eNYXGYxDbd,"Durabuilt Home Improvements, Inc.",Tier 3,Pro 2021,0011K00002NG1Tk,2994,10/9/23,7/9/21,7,not found,Glass Products & Services,Design and Interior Services,1,49,49,0,"$1,323 ",60126,Elmhurst,IL,Sydney Phillips,Sydney Phillips,49,29,1421.0,1-9 employees,1-4 employees,2,1,0,1,0,49,12/10/23,No Change,7
Leap,gt1fd0yvtW,Durasash Windows,Tier 3,Premium 2021,0011K00002J3RpZ,3314,11/2/23,3/2/22,3,423310,Glass Products & Services,Design and Interior Services,2,99,198,1000,"$4,960 ",,Tampa,FL,Daniil Lyalko,Kevin Powell,198,21,4158.0,1-9 employees,1-4 employees,2,,0,2,0,198,1/0/00,No Change,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leap,eQr8CprXVx,Eagle Exteriors,Tier 3,SalesPro Team 2023,0011K00002d9drC,6758,10/20/23,6/20/23,6,not found,,Other,1,99,99,500,$896 ,2896,North Smithfield,RI,Colton Temanson,Colton Temanson,99,6,594.0,1-9 employees,1-4 employees,2,,0,1,0,99,12/8/23,Increasing,611
Leap,Nt5eUfEY2T,Eagle Home Renovation,Tier 3,Premium 2021,0011K00002YKRaY,3556,10/24/23,8/24/22,8,not found,Contractors - Roofing,Construction and Renovation Services,3,99,297,500,"$4,460 ",,,MI,Colton Temanson,Colton Temanson,297,16,4752.0,1-9 employees,1-4 employees,2,,0,3,0,297,8/22/23,No Change,0
Leap,37HlANxVyX,Eco Living Home Improvement & Design,Tier 3,Premium 2021,0011K00002SjRGb,5605,10/29/23,11/29/22,11,not found,Consultants - Business,Other,1,99,99,0,$693 ,32246,Jacksonville,FL,Sydney Phillips,Sydney Phillips,99,13,1287.0,1-9 employees,1-4 employees,2,,0,1,0,99,1/0/00,No Change,0
Leap,GuDxWtbFEV,EDI Window Systems,Tier 3,SalesPro Enterprise 2023,0011K00002bpVcF,6349,10/23/23,3/23/23,3,423310,,Other,2,129,258,1500,"$3,306 ",,,NY,Colton Temanson,Colton Temanson,258,9,2322.0,1-9 employees,1-4 employees,2,4,0,2,0,258,11/16/23,Decreasing,0
Leap,3k8wafcheO,Elevated Windows & Bath,Tier 3,Premium 2021,0011K00002b0tbQ,6038,10/25/23,1/25/23,1,not found,,Other,2,99,198,500,"$1,670 ",,,ID,Sydney Phillips,Sydney Phillips,198,11,2178.0,1-9 employees,1-4 employees,2,,0,2,0,198,10/27/23,Decreasing,0
Leap,zpvFLYGSl1,Elite Construction and Remodeling,Tier 3,Premium 2019,0011K00002H5ozO,2330,10/11/23,2/11/20,2,not found,Engineers,Engineering and Technical Services,2,55,110,2000,"$6,710 ",99212,Spokane,WA,Sydney Phillips,Sydney Phillips,110,46,5060.0,1-9 employees,1-4 employees,2,2,0,2,0,110,1/0/00,No Change,0
Leap,yrdXfYRVDD,"Emerald Coast Baths, DBA Re-Bath NWFL",Tier 3,Premium 2020,0011K00002LV5U9,2677,10/23/23,9/23/20,9,not found,Contractors - Building,Construction and Renovation Services,3,55,165,1000,"$9,349 ",,Panama City Beach,FL,Colton Temanson,Colton Temanson,165,39,6435.0,1-9 employees,1-4 employees,2,2,0,3,0,165,12/4/23,Increasing,97
Leap,RMhva1YCod,Energy Efficient Replacements,Tier 3,Premium 2021,0011K00002aNq8t,6075,10/31/23,1/31/23,1,not found,,Other,4,99,396,250,"$3,418 ",46530,Granger,IN,Colton Temanson,Colton Temanson,396,11,4356.0,1-9 employees,1-4 employees,2,,0,4,0,396,12/9/23,Decreasing,164
Leap,0k7rVZhMaE,Engstrom's ABC Seamless Siding,Tier 3,Premium 2021,0014100001aEUl1,3087,10/28/23,9/28/21,9,not found,Contractors - Siding,Construction and Renovation Services,3,89.1,267.3,1500,"$4,975 ",54872,Siren,WI,Corey Stroup Mishenko,Corey Stroup Mishenko,267.3,27,7217.1,1-9 employees,1-4 employees,2,,0,3,0,267.3,1/0/00,No Change,0
Leap,uoatMAMXSC,Epic Concrete Coatings,Tier 3,SalesPro Enterprise 2023,0011K00002H5oTm,2332,10/12/23,2/12/20,2,not found,Contractors - Concrete,Construction and Renovation Services,2,123.75,247.5,2000,"$12,598 ",58047,Horace,ND,Sydney Phillips,Sydney Phillips,247.5,46,11385.0,1-9 employees,1-4 employees,2,2,0,2,0,247.5,11/30/23,Decreasing,56
Leap,5kFP0zpsd9,Evergreen Home Exteriors,Tier 3,Premium 2021,0011K00002AGM3q,3075,10/17/23,9/17/21,9,not found,Contractors - Building,Construction and Renovation Services,1,99,99,1500,"$3,975 ",98409,Tacoma,WA,Sydney Phillips,Sydney Phillips,99,27,2673.0,1-9 employees,1-4 employees,2,,0,1,0,99,1/0/00,No Change,0
Leap,T3hjOBBGHE,Excel Concrete Coatings,Tier 3,Premium 2021,0011K00002ZKiIl,3678,10/28/23,10/28/22,10,not found,,Other,2,90,180,500,"$2,120 ",,,Wisconsin,Daniil Lyalko,Kevin Powell,180,14,2520.0,1-9 employees,1-4 employees,2,2,0,2,0,180,1/0/00,No Change,0
Leap,krgRCQjPke,Expert Window Solutions,Tier 3,Premium 2021,0011K00002ZNOgV,5582,10/21/23,11/21/22,11,not found,,Other,2,99,198,0,"$2,118 ",,,TX,Francesca Furnells,Francesca Furnells,198,13,2574.0,1-9 employees,1-4 employees,2,,0,2,0,198,12/10/23,Increasing,99
Leap,3KPLsiRQWq,Express Remodeling,Tier 3,Pro 2021,0011K00002aMyCE,5942,10/12/23,1/12/23,1,not found,,Other,2,49,98,0,$882 ,,Kansas City,MO,Daniil Lyalko,Kevin Powell,98,11,1078.0,1-9 employees,1-4 employees,2,,0,2,0,98,1/0/00,No Change,0
Leap,Wvquovcq5B,Express Sunrooms of Augusta,Tier 3,SalesPro Enterprise 2023,0011K00002d9jV6,6867,10/21/23,7/21/23,7,not found,,Other,2,89,178,500,"$1,034 ",30809,Evans,GA,Francesca Furnells,Francesca Furnells,178,5,890.0,1-9 employees,1-4 employees,2,2,0,2,0,178,10/27/23,Increasing,0
Leap,uNaGcMe3CB,Exterior Source of Central VA,Tier 3,Premium 2021,0011K00002PQov1,2917,10/30/23,4/30/21,4,not found,Contractors - Building,Construction and Renovation Services,1,89,89,0,"$6,586 ",,,VA,Sydney Phillips,Sydney Phillips,89,32,2848.0,1-9 employees,1-4 employees,2,3,0,1,0,89,12/7/23,Increasing,0
Leap,0gZ4BlNmku,Fearless Tiger Construction LLC,Tier 3,Premium 2021,0011K00002VNyIy,6102,11/6/23,2/6/23,2,not found,Engineers,Engineering and Technical Services,1,90,90,0,$810 ,,,OR,Sydney Phillips,Sydney Phillips,90,10,900.0,1-9 employees,1-4 employees,2,3,0,1,0,90,9/26/23,No Change,0
Leap,yehgtCgriE,FLORIDA WATER QUALITY CORP,Tier 3,SalesPro Team 2023,0011K00002bcDYK,6398,10/29/23,3/29/23,3,not found,,Other,2,99,198,1000,"$2,386 ",,,FL,Sydney Phillips,Sydney Phillips,198,9,1782.0,1-9 employees,1-4 employees,2,,0,2,0,198,10/24/23,Decreasing,0
Leap,lBMs47A4T3,Frey Contractors,Tier 3,Pro 2021,0011K00002YMa5v,3635,11/4/23,10/4/22,10,not found,Contractors - Building,Construction and Renovation Services,1,49,49,0,$637 ,,,PA,Sydney Phillips,Sydney Phillips,49,14,686.0,1-9 employees,1-4 employees,2,,0,1,0,49,1/0/00,No Change,0
Leap,CrrHOPRlDI,Garage Floors and more,Tier 3,Premium 2020,0011K00002POkJx,2865,10/23/23,3/23/21,3,not found,Engineers,Engineering and Technical Services,3,99,297,1000,"$10,207 ",,,OH,Christopher Cielo,Christopher Cielo,297,33,9801.0,1-9 employees,1-4 employees,2,,0,3,0,297,12/1/23,No Change,10
Leap,ytzP9BD2XH,Gasper Roofing,Tier 3,Enterprise 2021,0011K00002YLKyQ,3566,10/29/23,8/29/22,8,not found,Contractors - Roofing,Construction and Renovation Services,1,125,125,500,"$2,250 ",8035,,NJ,Colton Temanson,Colton Temanson,125,16,2000.0,1-9 employees,1-4 employees,2,,0,1,0,125,8/16/23,No Change,0
Leap,6mZRW0rv0a,"Grayson Exteriors, LLC",Tier 3,SalesPro Team 2023,0011K00002bsJmJ,6354,10/23/23,3/23/23,3,not found,,Other,1,99,99,0,$594 ,,,VA,Sydney Phillips,Sydney Phillips,99,9,891.0,1-9 employees,1-4 employees,2,,0,1,0,99,12/8/23,Decreasing,0
Leap,hC8CPrxRnJ,Green Home Improvements Plus,Tier 3,Premium 2021,0011K00002PONP3,3042,10/25/23,8/25/21,8,not found,Contractors - Roofing,Construction and Renovation Services,1,99,99,1500,"$4,074 ",,,FL,Sydney Phillips,Sydney Phillips,99,28,2772.0,1-9 employees,1-4 employees,2,5,0,1,0,99,12/9/23,Increasing,56
Leap,eOqhf5pbCd,Green Oak Exteriors,Tier 3,SalesPro Team 2023,0011K00002NyhJi,6481,10/12/23,4/12/23,4,not found,Contractors - Roofing,Construction and Renovation Services,3,99,297,0,"$1,639 ",,Woodbridge,VA,Colton Temanson,Colton Temanson,297,8,2376.0,1-9 employees,1-4 employees,2,,0,3,0,297,12/3/23,Decreasing,16
Leap,IkVJwr0Rix,Guardian Roof Systems,Tier 3,Premium 2020,0011K00002PNfpl,2877,10/31/23,3/31/21,3,238160,Contractors - Roofing,Construction and Renovation Services,2,99,198,1000,"$6,940 ",77581,Pearland,TX,Daniil Lyalko,Kevin Powell,198,33,6534.0,1-9 employees,1-4 employees,2,3,0,2,0,198,8/17/23,No Change,0
Leap,467lwOUBmD,Guttershell of New England,Tier 3,Premium 2021,0011K00002POpx2,3430,10/20/23,5/20/22,5,not found,Cleaning Services & Supplies,Specialized Home Services,1,99,99,0,"$1,683 ",,,MA,Sydney Phillips,Sydney Phillips,99,19,1881.0,1-9 employees,1-4 employees,2,3,0,1,0,99,7/6/23,No Change,0
Leap,Eg41FEjbXe,"Halcyon Remodeling, LLC",Tier 3,Premium 2021,0011K00002bbEXa,6212,10/28/23,2/28/23,2,not found,,Other,2,99,198,500,"$2,084 ",30005,Alpharetta,GA,Corey Stroup Mishenko,Corey Stroup Mishenko,198,10,1980.0,1-9 employees,1-4 employees,2,,0,2,0,198,12/6/23,Decreasing,0
Leap,wYHRp9jWDM,Happy Lites,Tier 3,SalesPro Team 2023,0011K00002eP1NN,6838,10/12/23,7/12/23,7,not found,,Other,2,99,198,500,"$1,094 ",95630,Folsom,CA,Daniil Lyalko,Kevin Powell,198,5,990.0,1-9 employees,1-4 employees,2,,0,2,0,198,10/25/23,Increasing,0
Leap,x0Bvy8HcDo,Harris Roofing Specialists,Tier 3,Premium 2021,0011K00002U3icf,5813,10/9/23,1/9/23,1,not found,Contractors - Roofing,Construction and Renovation Services,1,90,90,0,$909 ,12545,Millbrook,NY,Corey Stroup Mishenko,Corey Stroup Mishenko,90,11,990.0,1-9 employees,1-4 employees,2,3,0,1,0,90,12/8/23,Increasing,82
Leap,uiyik0CkG6,HB Siding,Tier 3,Premium 2019,0011K00002ET22E,2146,10/31/23,10/31/19,10,not found,Contractors - Roofing,Construction and Renovation Services,2,137.5,275,1750,"$15,115 ",83642,Meridian,ID,Christopher Cielo,Christopher Cielo,275,50,13750.0,1-9 employees,1-4 employees,2,2,0,2,0,275,12/7/23,Decreasing,0
Leap,m1GsGISN3m,Healthy Basement Concepts,Tier 3,Pro 2021,0011K00002VNneJ,3434,10/23/23,5/23/22,5,not found,Home Improvement & Remodeling Services,Construction and Renovation Services,1,49,49,500,"$1,488 ",45011,,OH,Sydney Phillips,Sydney Phillips,49,19,931.0,1-9 employees,1-4 employees,2,1,0,1,0,49,12/8/23,Increasing,299
Leap,BNx8D6HJpJ,Helmet Roofing,Tier 3,Premium 2021,0011K00002WFlBB,3489,10/30/23,6/30/22,6,not found,,Other,1,99,99,500,"$1,485 ",,,TX,Christopher Cielo,Christopher Cielo,99,18,1782.0,1-9 employees,1-4 employees,2,,0,1,0,99,8/29/23,No Change,0
Leap,xSF19HfIkP,Hey Roofman LLC,Tier 3,Premium 2021,0011K00002POd4Y,3237,10/14/23,1/14/22,1,not found,Contractors - Roofing,Construction and Renovation Services,2,99,198,0,"$4,158 ",37172,,TN,Francesca Furnells,Francesca Furnells,198,23,4554.0,1-9 employees,1-4 employees,2,1,0,2,0,198,1/0/00,No Change,0
Leap,A5iQBwY2mO,High Quality Exteriors,Tier 3,Premium 2021,0011K00002aNZOp,6148,10/17/23,2/17/23,2,not found,,Other,1,99,99,1500,"$2,292 ",,,MD,Colton Temanson,Colton Temanson,99,10,990.0,1-9 employees,1-4 employees,2,2,0,1,0,99,1/0/00,No Change,0
Leap,1CqrC8ZFVy,Home General,Tier 3,SalesPro Team 2023,0011K00002fA4BY,7082,10/29/23,9/29/23,9,not found,,Other,1,99,99,1000,"$1,099 ",51503,Council Bluffs,IA,Sydney Phillips,Sydney Phillips,99,3,297.0,1-9 employees,1-4 employees,2,,0,1,0,99,12/7/23,Increasing,3
Leap,7bK3xpJMyt,Home Improvement,Tier 3,Pro 2021,0011K00002WFqYx,3482,10/29/23,6/29/22,6,not found,,Other,2,49,98,250,"$1,818 ",,,CT,Kevin Powell,Kevin Powell,98,18,1764.0,1-9 employees,1-4 employees,2,,0,2,0,98,11/23/23,Decreasing,0
Leap,gW0gE63f6p,HomeView Exteriors,Tier 3,SalesPro Team 2023,0011K00002bsehA,6995,10/31/23,8/31/23,8,not found,,Other,3,85,255,500,$755 ,,des,iowa,Francesca Furnells,Francesca Furnells,255,4,1020.0,1-9 employees,1-4 employees,2,,0,3,0,255,12/4/23,Decreasing,90
Leap,akQ01aa8RE,iBuyer Builders LLC,Tier 3,Pro 2021,0011K00002b0zLW,6051,10/27/23,1/27/23,1,not found,,Other,1,49,49,0,$441 ,,,AZ,Sydney Phillips,Sydney Phillips,49,11,539.0,1-9 employees,1-4 employees,2,,0,1,0,49,8/7/23,No Change,0
Leap,Ckt5i9kfmG,ICM Coating Masters,Tier 3,Premium 2021,0011K00002aOdXj,6073,10/30/23,1/30/23,1,not found,,Other,2,99,198,500,"$2,282 ",,,MS,Sydney Phillips,Sydney Phillips,198,11,2178.0,1-9 employees,1-4 employees,2,,0,2,0,198,11/17/23,Increasing,0
Leap,x18fYZ9Syr,Ikon Windows and Doors,Tier 3,Premium 2021,0011K00002ZNUzh,5611,10/30/23,11/30/22,11,423310,,Other,4,99,396,0,"$3,168 ",32904,Melbourne,FL,Colton Temanson,Colton Temanson,396,13,5148.0,1-9 employees,1-4 employees,2,,0,4,0,396,1/0/00,No Change,0
Leap,FJUCdCgzWl,Impact Home Solutions,Tier 3,Premium 2021,0011K00002bpKRk,6247,11/8/23,3/8/23,3,not found,,Other,4,99,396,0,"$3,168 ",,,KY,Colton Temanson,Colton Temanson,396,9,3564.0,1-9 employees,1-4 employees,2,,0,4,0,396,11/14/23,Decreasing,3
Leap,SUoJEBJWWa,Inaugural Home Improvement,Tier 3,SalesPro Team 2023,0011K00002eRlYe,6968,10/22/23,8/22/23,8,not found,,Other,4,99,396,1500,"$2,182 ",1075,South Hadley,MA,Francesca Furnells,Francesca Furnells,396,4,1584.0,1-9 employees,1-4 employees,2,,0,4,0,396,12/8/23,Increasing,227
Leap,92LubtA13J,Infinity Roofing,Tier 3,SalesPro Enterprise 2023,0011K00002eQ3si,6970,10/23/23,8/23/23,8,not found,,Other,1,125,125,500,$750 ,,,NC,Francesca Furnells,Francesca Furnells,125,4,500.0,1-9 employees,1-4 employees,2,,0,1,0,125,10/20/23,Decreasing,0
Leap,aVtHro5JUl,Innovative Spaces,Tier 3,Premium 2021,0011K00002LTDZh,2871,10/30/23,3/30/21,3,not found,Contractors - Building,Construction and Renovation Services,3,90,270,1000,"$9,529 ",46637,South Bend,IN,Colton Temanson,Colton Temanson,270,33,8910.0,1-9 employees,1-4 employees,2,2,0,3,0,270,12/1/23,Increasing,47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leap,KVl6UMVuTG,J.C. Lilly Windows & Doors,Tier 3,Premium 2021,0011K00002NDwKS,3281,10/9/23,2/9/22,2,423310,Glass Products & Services,Design and Interior Services,3,99,297,500,"$8,440 ",60521,Hinsdale,IL,Colton Temanson,Colton Temanson,297,22,6534.0,1-9 employees,1-4 employees,2,0,0,3,0,297,8/9/23,No Change,0
Leap,eTfcYJWaBe,JAM Roofing,Tier 3,Enterprise 2021,0011K00002J2JTz,2980,10/24/23,6/24/21,6,238160,Contractors - Roofing,Construction and Renovation Services,3,125,375,0,"$9,750 ",97401,Eugene,OR,Corey Stroup Mishenko,Corey Stroup Mishenko,375,30,11250.0,1-9 employees,1-4 employees,2,3,0,3,0,375,12/8/23,Increasing,413
Leap,ASgMbE7Q18,JMancia Contractors,Tier 3,Premium 2019,0014100001sB0TC,1382,10/17/23,10/17/18,10,not found,Contractors - Roofing,Construction and Renovation Services,1,95,95,2500,"$8,105 ",20785,Hyattsville,MD,Corey Stroup Mishenko,Corey Stroup Mishenko,95,62,5890.0,1-9 employees,1-4 employees,2,1,0,1,0,95,11/3/23,Decreasing,0
Leap,5lrUVqGoEZ,Kenney Construction,Tier 3,Premium 2021,0011K00002NFkef,3199,10/16/23,12/16/21,12,not found,Contractors - Building,Construction and Renovation Services,1,112.5,112.5,0,"$2,500 ",20170,Herndon,VA,Sydney Phillips,Sydney Phillips,112.5,24,2700.0,1-9 employees,1-4 employees,2,,0,1,0,112.5,11/13/23,Decreasing,5
Leap,lFFfeY5exW,Kentucky Concrete Coatings LLC,Tier 3,Pro 2020,0011K00002O7nPC,2770,10/23/23,12/23/20,12,not found,Contractors - Roofing,Construction and Renovation Services,1,35,35,250,"$1,440 ",40502,Lexington,KY,Sydney Phillips,Sydney Phillips,35,36,1260.0,1-9 employees,1-4 employees,2,,0,1,0,35,12/6/23,Increasing,7
Leap,Uqvd4SN8no,Keystone Window of Pennsylvania,Tier 3,Premium 2021,0011K00002NEEZN,3205,10/21/23,12/21/21,12,423310,Glass Products & Services,Design and Interior Services,2,99,198,1500,"$13,045 ",,,PA,Daniil Lyalko,Kevin Powell,198,24,4752.0,1-9 employees,1-4 employees,2,,0,2,0,198,12/1/23,Increasing,66
Leap,j0CBjMOUhZ,King Kong Coatings LLC,Tier 3,Premium 2021,0011K00002VNUhQ,3417,10/30/23,5/12/22,5,not found,Contractors - Concrete,Construction and Renovation Services,3,99,297,500,"$5,549 ",76706,Robinson,TX,Christopher Cielo,Christopher Cielo,297,19,5643.0,1-9 employees,1-4 employees,2,2,0,3,0,297,12/10/23,Decreasing,25
